专业, 专业大类, 有该专业的学校数量, 物理, 化学, 生物, 历史, 地理, 政治, 技术, 没有学科要求的学校数量
应用电子技术,应用电子技术,64,23,11,3,1,1,0,14,41
音乐学(音乐教育—声乐),音乐学(音乐教育—声乐),1,0,0,0,0,0,0,0,1
中医学(5+3一体化，专业硕士儿科学),中医学(5+3一体化，专业硕士儿科学),1,0,0,1,0,0,0,0,0
商务英语,商务英语,241,1,1,1,8,6,7,4,231
电子与计算机工程,电子与计算机工程,5,5,0,0,0,0,0,0,0
汽车检测与维修技术(（沃尔沃订单班、通用技师班）),汽车检测与维修技术(（沃尔沃订单班、通用技师班）),1,0,0,0,0,0,0,0,1
西餐工艺(中澳合作),餐饮类(中外合作办学),1,0,0,0,0,0,0,0,1
交通运输(空管与签派),交通运输(空管与签派),1,1,1,0,0,0,0,0,0
国际事务与国际关系,国际事务与国际关系,9,0,0,0,2,0,2,2,7
数字媒体技术(虚拟现实及游戏开发技术方向),数字媒体技术(虚拟现实及游戏开发技术方向),1,1,0,0,0,0,0,0,0
艺术设计学,艺术设计学,17,0,0,0,1,1,1,0,16
蜂学,蜂学,1,1,1,1,0,0,0,0,0
通信工程(电力通信),通信工程(电力通信),1,1,0,0,0,0,0,0,0
中医养生保健(中医养生旅游方向),中医养生保健(中医养生旅游方向),1,0,0,0,0,0,0,0,1
司法助理,司法助理,3,0,0,0,0,0,0,0,3
临床医学(全科医学),临床医学(全科医学),1,1,1,0,0,0,0,0,0
船舶工程技术(中乌合作),船舶与海洋工程装备类(中外合作办学),1,1,1,0,0,0,0,1,0
机械类(中外合作办学)(交大密西根学院),工科试验班类,1,1,0,0,0,0,0,0,0
音乐表演(弦乐),音乐表演(弦乐),1,0,0,0,0,0,0,0,1
农村金融,农村金融,2,0,0,0,0,0,0,0,2
环境设计(公共空间设计),环境设计(公共空间设计),1,0,0,0,0,0,0,0,1
公共事业管理(社会保障管理方向),公共事业管理(社会保障管理方向),1,0,0,0,0,0,0,0,1
艺术史论(艺术理论类),艺术史论(艺术理论类),1,0,0,0,0,0,0,0,1
软件工程(卓越工程师计划试点班),软件工程(卓越工程师计划试点班),1,1,0,0,0,0,0,0,0
理化测试与质检技术(检测技术及应用),理化测试与质检技术(检测技术及应用),1,0,0,0,0,0,0,0,1
电子商务(含跨境电商方向),电子商务(含跨境电商方向),1,0,0,0,0,0,0,0,1
材料科学与工程(工程教育试点班),材料科学与工程(工程教育试点班),1,1,0,0,0,0,0,0,0
会计学(云财务—经管类实验班),会计学(云财务—经管类实验班),1,0,0,0,0,0,0,0,1
梵语巴利语,梵语巴利语,1,0,0,0,0,0,0,0,1
金属材料与热处理技术(稀土材料方向),金属材料与热处理技术(稀土材料方向),1,0,0,0,0,0,0,0,1
心理学,心理学,22,9,4,5,1,0,0,0,12
临床医学(本硕博连读),临床医学(本硕博连读),1,0,1,1,0,0,0,0,0
城市信息化管理(智慧城管),城市信息化管理(智慧城管),1,1,0,0,0,0,1,1,0
精密医疗器械技术(精密医疗器械方向),精密医疗器械技术(精密医疗器械方向),1,0,0,0,0,0,0,0,1
电磁发射工程,电磁发射工程,1,1,0,0,0,0,0,0,0
植物保护(国家卓越农林人才计划),植物生产类,1,1,1,1,0,0,0,0,0
药品生物技术(生化制药),药品生物技术(生化制药),1,1,1,1,0,0,0,0,0
园艺(含教育部卓越农林人才教育培养计划),园艺(含教育部卓越农林人才教育培养计划),1,1,1,1,0,0,0,0,0
影视摄影与制作(电影摄影与制作),影视摄影与制作(电影摄影与制作),1,0,0,0,0,0,0,0,1
应用物理学(王大珩物理科学班),应用物理学(王大珩物理科学班),1,1,0,0,0,0,0,0,0
服装与服饰设计(2+2中外联合培养双学位),服装与服饰设计(2+2中外联合培养双学位),1,0,0,0,0,0,0,0,1
软件技术(三维数字技术),计算机类(软件技术开发),1,0,0,0,0,0,0,0,1
饲料与动物营养,饲料与动物营养,2,0,0,0,0,0,0,0,2
国际经贸规则,国际经贸规则,1,0,0,0,0,0,0,0,1
焊接技术与自动化,焊接技术与自动化,15,1,0,0,0,0,0,0,14
国际商务(中澳合作管理),国际商务(中澳合作管理),1,0,0,0,0,0,0,0,1
汽车车身维修技术,汽车车身维修技术,12,2,1,0,0,0,0,0,10
工商管理(国际企业管理方向),工商管理类,1,0,0,0,0,0,0,0,1
音乐剧表演,音乐剧表演,3,0,0,0,0,0,0,0,3
软件技术(欧美软件测试),软件技术(欧美软件测试),1,0,0,0,0,0,0,0,1
动画(动画创作与编剧),设计学类,1,0,0,0,0,0,0,0,1
印刷设备应用技术,印刷设备应用技术,2,0,0,0,0,0,0,0,2
经济学(健康经济与管理),经济学(健康经济与管理),1,0,0,0,0,0,0,0,1
翻译(汉英法),翻译(汉英法),1,0,0,0,0,0,0,0,1
装备保障工程,装备保障工程,4,3,1,0,0,0,0,0,1
交通工程,交通工程,59,59,30,0,0,0,0,3,0
工业过程自动化技术,工业过程自动化技术,6,1,1,0,0,0,0,1,5
影视动画(影视动画设计与制作、数字媒体技术),影视动画(影视动画设计与制作、数字媒体技术),1,0,0,0,0,0,0,0,1
动画(影视动画方向),动画(影视动画方向),1,0,0,0,0,0,0,0,1
电子商务(互联网营销方向),电子商务(互联网营销方向),1,0,0,0,0,0,0,0,1
卫生检验与检疫,卫生检验与检疫,14,12,14,13,0,0,0,0,0
音乐学(声乐),音乐学(声乐),2,0,0,0,0,0,0,0,2
食品贮运与营销,食品贮运与营销,2,0,1,1,0,0,0,1,1
车辆工程(中英合作),机械类(中外合作办学),1,1,0,0,0,0,0,0,0
财务管理(CMA方向、3+1+1本硕联合培养),财务管理(CMA方向、3+1+1本硕联合培养),1,0,0,0,0,0,0,0,1
服装与服饰设计(中日合作办学),服装与服饰设计(中日合作办学),1,0,0,0,0,0,0,0,1
家政学,社会学类,1,0,0,0,0,0,0,0,1
职业卫生技术与管理,职业卫生技术与管理,1,0,0,0,0,0,0,0,1
军事能源工程,军事能源工程,1,0,1,0,0,0,0,0,0
化学(师范),化学类,9,6,9,0,0,0,0,1,0
舞台艺术设计与制作(舞台灯光),舞台艺术设计与制作(舞台灯光),1,0,0,0,0,0,0,0,1
电气工程与智能控制,电气工程与智能控制,11,11,0,0,0,0,0,0,0
数学教育,数学教育,8,2,0,0,0,0,0,0,6
计算机应用技术(智能移动终端软件开发方向),计算机应用技术(智能移动终端软件开发方向),1,0,0,0,0,0,0,0,1
高分子材料与工程(中外合作办学专业、奥地利莱奥本大学),高分子材料与工程(中外合作办学专业、奥地利莱奥本大学),1,0,1,0,0,0,0,0,0
生物质能应用技术,生物质能应用技术,1,0,0,0,0,0,0,0,1
动画(新媒体方向),设计学类,1,0,0,0,0,0,0,0,1
理论与应用力学,电气类,4,4,0,0,0,0,0,0,0
农产品流通与管理,农产品流通与管理,1,0,0,0,0,0,0,0,1
交通设备与控制工程,交通设备与控制工程,5,5,3,0,0,0,0,0,0
车辆工程,车辆工程,147,147,6,0,0,0,0,1,0
保险学(财务与会计双语实验班),保险学(财务与会计双语实验班),1,0,0,0,0,0,0,0,1
数字印刷技术,数字印刷技术,1,0,0,0,0,0,0,0,1
商务管理,商务管理,9,0,0,0,0,0,0,0,9
军事设施工程,军事设施工程,3,3,0,0,0,0,0,0,0
材料成型及控制工程(卓越工程师计划试点班),材料成型及控制工程(卓越工程师计划试点班),1,1,0,0,0,0,0,0,0
医学美容技术,医学美容技术,16,1,2,3,1,0,0,0,13
产品设计(交通工具造型设计),设计学类,1,0,0,0,0,0,0,0,1
计算机科学与技术(人工智能方向),计算机类,1,1,0,0,0,0,0,0,0
质量管理与认证,质量管理与认证,2,0,0,0,0,0,0,0,2
电子竞技运动与管理(网娱电竞方向),电子竞技运动与管理(网娱电竞方向),1,0,0,0,0,0,0,0,1
汉语言文学(涉外文秘方向),中国语言文学类,1,0,0,0,1,1,1,0,0
休闲服务与管理,休闲服务与管理,9,0,0,0,1,1,0,1,8
道路桥梁工程技术,道路桥梁工程技术,39,6,2,0,0,1,1,3,32
纺织品检验与贸易(商务与检验),纺织品检验与贸易(商务与检验),1,0,1,0,0,0,1,1,0
环境科学(与美国迈阿密大学合作办学),环境科学与工程类(中外合作办学),1,0,1,1,0,0,0,0,0
过程装备与控制工程(新能源),过程装备与控制工程(新能源),1,1,0,0,0,0,0,0,0
智能科学与技术,计算机类(计算机与人工智能),21,21,0,0,0,0,0,0,0
表演艺术(汽车营销与模特艺术),表演艺术(汽车营销与模特艺术),1,0,0,0,1,1,1,0,0
金融学(证券与期货方向),金融学(证券与期货方向),1,0,0,0,0,0,0,0,1
文化产业管理(茶文化),文化产业管理(茶文化),1,0,0,0,0,0,0,0,1
体育教育(师范),体育教育(师范),11,0,0,0,0,0,0,0,11
言语听觉康复技术,言语听觉康复技术,3,0,1,1,1,0,0,0,2
管理科学与工程类,工科试验班,9,9,0,0,0,0,0,0,0
轻化工程(制浆造纸工程),轻化工程(制浆造纸工程),1,1,1,0,0,0,0,0,0
物流管理,物流管理,396,33,19,9,6,15,6,7,352
电子信息工程(实验班),电子信息工程(实验班),1,1,0,0,0,0,0,0,0
冶金工程,冶金工程,26,11,19,0,0,0,0,0,0
园林工程技术,园林工程技术,23,2,1,4,1,0,1,3,19
工艺美术品设计,工艺美术品设计,15,0,0,0,2,2,0,1,13
中药学(卓越中药班),中药学(卓越中药班),1,1,1,1,0,0,0,0,0
应用物理学,应用物理学,79,79,0,0,0,0,0,1,0
药学(中英合作),药学(中英合作),1,1,1,1,0,0,0,0,0
经济学,经济学,195,19,8,7,12,8,6,1,170
食品营养与检验教育,食品营养与检验教育,3,3,3,1,0,0,0,0,0
匈牙利语,匈牙利语,2,0,0,0,0,0,0,0,2
交通运输(民航运输),交通运输类,1,1,1,0,0,0,0,0,0
临床药学(五年),临床药学(五年),1,0,1,1,0,0,0,0,0
能源经济,能源经济,9,2,0,0,0,0,0,0,7
英语(中医药国际传播),英语(中医药国际传播),1,0,0,0,0,0,0,0,1
光电信息科学与工程(光电仪器),工科试验班(仪器工程及智能化),1,1,0,0,0,0,0,0,0
电子信息工程(航空电子),电子信息工程(航空电子),1,1,0,0,0,0,0,0,0
信息工程(创新班),信息工程(创新班),1,1,0,0,0,0,0,0,0
数字媒体艺术(3+1+1本硕联合培养方向),数字媒体艺术(3+1+1本硕联合培养方向),1,0,0,0,0,0,0,0,1
包装工程,包装工程,30,29,21,0,0,0,0,1,0
航空电子电气技术,航空电子电气技术,2,0,0,0,0,0,0,0,2
建设项目信息化管理,建设项目信息化管理,5,0,1,0,0,0,1,1,4
酒店管理,酒店管理,196,1,0,2,8,9,2,4,186
光电信息科学与工程(光纤通信网络),光电信息科学与工程(光纤通信网络),1,1,0,0,0,0,0,0,0
临床医学,临床医学,153,29,133,112,0,0,0,1,20
民航通信技术,民航通信技术,2,0,0,0,0,0,0,0,2
视觉传达设计,设计学类,288,1,0,0,6,3,4,0,282
水利水电工程技术(水利水电工程检测技术),水利工程与管理类,1,1,0,0,0,0,0,0,0
音乐表演(民乐低音提琴),音乐表演(民乐低音提琴),1,0,0,0,0,0,0,0,1
工业网络技术,工业网络技术,1,0,0,0,0,0,0,0,1
天文学,理科试验班类(含致远*),7,7,0,0,0,0,0,0,0
表演(音乐剧双学位班),表演(音乐剧双学位班),1,0,0,0,0,0,0,0,1
文化产业管理(含公共关系、社会工作、文化产业管理专业),文化产业管理(含公共关系、社会工作、文化产业管理专业),1,0,0,0,1,0,1,0,0
自动化,自动化,255,255,2,0,0,0,0,1,0
动画(游戏艺术方向),动画(游戏艺术方向),1,0,0,0,0,0,0,0,1
航空装备工程,航空装备工程,1,1,0,0,0,0,0,0,0
绘画(漆艺),绘画(漆艺),1,0,0,0,0,0,0,0,1
土木工程(建筑工程方向),土木工程(建筑工程方向),2,2,0,0,0,0,0,0,0
工程管理(工商项目管理),工程管理(工商项目管理),1,1,0,0,0,0,0,0,0
心理咨询,心理咨询,6,0,0,0,0,0,0,0,6
音乐表演(爵士小号),音乐表演(爵士小号),1,0,0,0,0,0,0,0,1
音乐学(音乐教育方向),音乐学(音乐教育方向),1,0,0,0,0,0,0,0,1
工程造价(建筑工程造价、安装工程造价),工程造价(建筑工程造价、安装工程造价),1,0,0,0,0,0,0,0,1
动画(移动媒体艺术),设计学类,1,0,0,0,0,0,0,0,1
会计(公司理财),会计(公司理财),1,0,0,0,0,0,0,0,1
电子封装技术,自动化类,6,6,0,0,0,0,0,0,0
音乐学,音乐学,104,0,0,1,3,1,1,0,101
会展策划与管理(航空会展),会展策划与管理(航空会展),1,0,0,0,0,0,0,0,1
采购与供应管理,采购与供应管理,2,0,0,0,0,0,0,0,2
口腔医学,口腔医学,80,44,66,54,0,0,0,1,13
软件技术(软件测试方向),软件技术(软件测试方向),1,0,0,0,0,0,0,0,1
表演(歌舞表演),表演(歌舞表演),1,0,0,0,0,0,0,0,1
日语(“日+英”复语),日语(“日+英”复语),1,0,0,0,0,0,0,0,1
应用法语,应用法语,8,0,0,0,0,0,0,0,8
服装与服饰设计(中法合作),设计学类(中外合作办学),1,0,0,0,0,0,0,0,1
环境规划与管理,环境规划与管理,3,0,0,0,0,0,0,0,3
通信工程设计与监理,通信工程设计与监理,3,2,1,0,0,0,0,2,0
应用物理学(严济慈英才班),应用物理学(严济慈英才班),1,1,0,0,0,0,0,0,0
化工与制药类(中外合作办学),工科试验班(巴黎居里工程师学院（化工、高材、生工）),1,1,1,0,0,0,0,0,0
保险(核保核赔),保险(核保核赔),1,0,0,0,0,0,0,0,1
生态学(生态工程技术),生态学(生态工程技术),1,1,1,1,0,0,0,0,0
工程机械运用技术(国内班),工程机械运用技术(国内班),1,0,0,0,0,0,0,0,1
机械电子工程(先进制造与工业机器人方向),机械电子工程(先进制造与工业机器人方向),1,1,0,0,0,0,0,0,0
应用英语(少儿英语方向),应用英语(少儿英语方向),2,0,0,0,0,0,0,0,2
财务管理(CIMA方向),财务管理(CIMA方向),1,0,0,0,0,0,0,0,1
材料物理,材料物理,38,32,9,0,0,0,0,0,0
绘画(油画、版画),绘画(油画、版画),1,0,0,0,0,0,0,0,1
计算机科学与技术(师范),计算机类,5,5,1,0,0,0,0,1,0
表演(昆曲表演),表演(昆曲表演),1,0,0,0,0,0,0,0,1
环境工程技术,环境工程技术,26,2,8,4,1,0,1,4,18
陶瓷制造工艺,陶瓷制造工艺,1,0,0,0,0,0,0,0,1
电子商务技术,电子商务技术,19,3,0,0,3,1,0,2,16
体育保健与康复,体育保健与康复,4,0,0,0,0,0,0,0,4
木材科学与工程(家具设计与制造方向),林业工程类,1,1,1,1,0,0,0,0,0
皮具艺术设计,皮具艺术设计,1,0,0,0,0,0,0,0,1
电子信息工程技术,电子信息工程技术,72,14,3,0,0,0,3,6,58
市场营销(国际农产品营销),工商管理类(中外合作办学),1,0,0,0,0,0,0,0,1
大气科学(水文气象),大气科学类,1,1,0,0,0,0,0,0,0
运动训练(竞技体育),运动训练(竞技体育),1,0,0,0,0,0,0,0,1
工程力学(拔尖人才创新班),工程力学(拔尖人才创新班),1,1,0,0,0,0,0,0,0
中医学(“5+3”一体化),中医学(“5+3”一体化),2,1,2,2,0,0,0,0,0
音乐表演(指挥),音乐表演(指挥),1,0,0,0,0,0,0,0,1
农业工程,农业工程类,2,2,1,1,0,0,0,0,0
公共事业管理(社会医疗保障方向),公共事业管理(社会医疗保障方向),1,0,0,0,0,0,0,0,1
法学(本硕贯通卓越法律人才实验班),法学类(卓越法律人才实验班),1,0,0,0,0,0,0,0,1
工业工程(航空维修工程与管理),工业工程(航空维修工程与管理),1,1,0,0,0,0,0,0,0
审计学(信息系统审计方向),审计学(信息系统审计方向),1,1,1,1,0,0,0,0,0
摄影测量与遥感技术(无人机技术方向),摄影测量与遥感技术(无人机技术方向),1,0,0,0,0,0,0,0,1
材料成型及控制工程(3D打印),机械类,1,1,0,0,0,0,0,0,0
航海技术,航海技术,21,13,8,0,0,2,0,6,8
外国语言文学类(非通用语种),文科试验班类,1,0,0,0,0,0,0,0,1
法学(矫正教育方向),法学(矫正教育方向),1,0,0,0,1,0,1,0,0
翻译(俄语翻译方向),翻译(俄语翻译方向),1,0,0,0,0,0,0,0,1
交通运输,交通运输,59,59,34,0,0,0,0,9,0
市场营销(大数据分析方向),市场营销(大数据分析方向),1,0,0,0,0,0,0,0,1
视觉传达设计(双语教学),视觉传达设计(双语教学),1,0,0,0,0,0,0,0,1
计算机科学与技术(基地班),计算机类,1,1,0,0,0,0,0,0,0
飞行器动力工程,飞行器动力工程,17,17,1,0,0,0,0,0,0
机械工程(卓越计划),工科试验班类(卓越计划),1,1,0,0,0,0,0,0,0
智能制造工程,智能制造工程,1,1,0,0,0,0,0,0,0
地下水科学与工程,水利类,8,8,8,0,0,0,0,1,0
商务日语(进出口贸易实务),商务日语(进出口贸易实务),1,0,0,0,0,0,0,0,1
服装与服饰设计(服装表演),服装与服饰设计(服装表演),1,0,0,0,0,0,0,0,1
机电一体化技术(电梯制造技术),机电一体化技术(电梯制造技术),1,1,1,0,0,0,0,1,0
计算机科学与技术(云计算与大数据方向),计算机科学与技术(云计算与大数据方向),1,1,0,0,0,0,0,0,0
药学(国家生命科学与技术人才培养基地),药学(国家生命科学与技术人才培养基地),1,1,1,0,0,0,0,0,0
会计学(CIMA方向),会计学(CIMA方向),2,0,0,0,0,0,0,0,2
会计(中澳合作),财务会计类(中外合作办学),1,0,0,0,0,0,0,0,1
移动互联应用技术(Android应用开发方向、IOS应用开发方向),移动互联应用技术(Android应用开发方向、IOS应用开发方向),1,0,0,0,0,0,0,0,1
艺术设计(艺术经纪（中法合作）),艺术设计(艺术经纪（中法合作）),1,0,0,0,0,0,0,0,1
音乐表演(西洋乐器演奏),音乐表演(西洋乐器演奏),1,0,0,0,0,0,0,0,1
市场营销(新媒体营销),市场营销(新媒体营销),1,0,0,0,0,0,0,0,1
影视动画,影视动画,29,0,0,0,0,0,0,1,28
地下与隧道工程技术,地下与隧道工程技术,4,1,1,0,0,0,0,1,3
表演(音乐剧),表演(音乐剧),1,0,0,0,0,0,0,0,1
功能材料,功能材料,25,14,14,0,0,0,0,0,0
国际经济与贸易(中美学分互认班),国际经济与贸易(中美学分互认班),1,0,0,0,0,0,0,0,1
表演艺术,表演艺术,6,0,0,0,0,0,0,0,6
翻译(日语翻译方向),翻译(日语翻译方向),1,0,0,0,0,0,0,0,1
音乐表演(西洋打击乐),音乐表演(西洋打击乐),1,0,0,0,0,0,0,0,1
护理(社区护理),护理(社区护理),1,1,1,1,0,0,0,0,0
音乐表演(非声乐),音乐表演(非声乐),1,0,0,0,0,0,0,0,1
金属材料工程(日语强化),金属材料工程(日语强化),1,1,0,0,0,0,0,0,0
艺术与科技(电子音乐),艺术与科技(电子音乐),1,0,0,0,0,0,0,0,1
微机电系统工程,微机电系统工程,3,3,0,0,0,0,0,0,0
软件技术(嵌入式培养),软件技术(嵌入式培养),1,0,0,0,0,0,0,0,1
电气工程及其自动化(全英文授课专业),电气工程及其自动化(全英文授课专业),1,1,0,0,0,0,0,0,0
音乐表演(古琴),音乐表演(古琴),1,0,0,0,0,0,0,0,1
表演(戏曲形体教育),表演(戏曲形体教育),1,0,0,0,0,0,0,0,1
英语(旅游英语),外国语言文学类,1,0,0,0,1,1,1,0,0
能源与动力工程,能源与动力工程,110,110,59,0,0,0,0,4,0
土耳其语(土+英复语),土耳其语(土+英复语),1,0,0,0,0,0,0,0,1
工程物理(含能源实验班),理科试验班类(数理),1,1,0,0,0,0,0,0,0
软件工程(嵌入式培养),软件工程(嵌入式培养),6,6,0,0,0,0,0,0,0
软件技术(WEB应用开发、VR应用开发方向),软件技术(WEB应用开发、VR应用开发方向),1,0,0,0,0,0,0,0,1
港口与航道工程技术,港口与航道工程技术,3,0,0,0,0,0,0,0,3
导航与位置服务,导航与位置服务,1,0,0,0,0,0,0,0,1
资源勘查工程(含教育部卓越工程师教育培养计划),资源勘查工程(含教育部卓越工程师教育培养计划),1,1,1,0,0,0,0,0,0
计算机科学与技术(厦门大学马来西亚分校招生专业),计算机科学与技术(厦门大学马来西亚分校招生专业),1,1,0,0,0,0,0,0,0
表演(戏曲器乐演奏),表演(戏曲器乐演奏),1,0,0,0,0,0,0,0,1
软件工程(土木方向),软件工程(土木方向),1,1,0,0,0,0,0,0,0
